Date,Product,Category,Unit_Cost_AED,Opening_Stock,Daily_Demand,Closing_Stock,Stock_Value_AED,Stockout_Risk,Days_of_Cover,Day_of_Week,Month
7/9/2024,Robusta_Beans_kg,Coffee,35,203,34,169,7105,FALSE,5.970588235,Tuesday,2024-07
7/10/2024,Robusta_Beans_kg,Coffee,35,169,33,136,5915,FALSE,5.121212121,Wednesday,2024-07
7/11/2024,Robusta_Beans_kg,Coffee,35,136,28,108,4760,FALSE,4.857142857,Thursday,2024-07
7/12/2024,Robusta_Beans_kg,Coffee,35,108,57,51,3780,TRUE,1.894736842,Friday,2024-07
7/13/2024,Robusta_Beans_kg,Coffee,35,51,55,0,1785,TRUE,0.927272727,Saturday,2024-07
7/14/2024,Robusta_Beans_kg,Coffee,35,0,37,0,0,TRUE,0,Sunday,2024-07
7/15/2024,Robusta_Beans_kg,Coffee,35,231,38,193,8085,FALSE,6.078947368,Monday,2024-07
7/16/2024,Robusta_Beans_kg,Coffee,35,193,37,156,6755,FALSE,5.216216216,Tuesday,2024-07
7/17/2024,Robusta_Beans_kg,Coffee,35,156,31,125,5460,FALSE,5.032258065,Wednesday,2024-07
7/18/2024,Robusta_Beans_kg,Coffee,35,125,33,92,4375,FALSE,3.787878788,Thursday,2024-07
7/19/2024,Robusta_Beans_kg,Coffee,35,92,54,38,3220,TRUE,1.703703704,Friday,2024-07
7/20/2024,Robusta_Beans_kg,Coffee,35,38,42,0,1330,TRUE,0.904761905,Saturday,2024-07
7/21/2024,Robusta_Beans_kg,Coffee,35,0,38,0,0,TRUE,0,Sunday,2024-07
7/22/2024,Robusta_Beans_kg,Coffee,35,231,33,198,8085,FALSE,7,Monday,2024-07
7/23/2024,Robusta_Beans_kg,Coffee,35,198,26,172,6930,FALSE,7.615384615,Tuesday,2024-07
7/24/2024,Robusta_Beans_kg,Coffee,35,172,28,144,6020,FALSE,6.142857143,Wednesday,2024-07
7/25/2024,Robusta_Beans_kg,Coffee,35,144,56,88,5040,FALSE,2.571428571,Thursday,2024-07
7/26/2024,Robusta_Beans_kg,Coffee,35,88,50,38,3080,TRUE,1.76,Friday,2024-07
7/27/2024,Robusta_Beans_kg,Coffee,35,38,48,0,1330,TRUE,0.791666667,Saturday,2024-07
7/28/2024,Robusta_Beans_kg,Coffee,35,0,37,0,0,TRUE,0,Sunday,2024-07
7/29/2024,Robusta_Beans_kg,Coffee,35,231,35,196,8085,FALSE,6.6,Monday,2024-07
7/30/2024,Robusta_Beans_kg,Coffee,35,196,32,164,6860,FALSE,6.125,Tuesday,2024-07
7/31/2024,Robusta_Beans_kg,Coffee,35,164,36,128,5740,FALSE,4.555555556,Wednesday,2024-07
8/1/2024,Robusta_Beans_kg,Coffee,35,128,39,89,4480,FALSE,3.282051282,Thursday,2024-08
8/2/2024,Robusta_Beans_kg,Coffee,35,89,61,28,3115,TRUE,1.459016393,Friday,2024-08
8/3/2024,Robusta_Beans_kg,Coffee,35,28,54,0,980,TRUE,0.518518519,Saturday,2024-08
8/4/2024,Robusta_Beans_kg,Coffee,35,0,41,0,0,TRUE,0,Sunday,2024-08
8/5/2024,Robusta_Beans_kg,Coffee,35,231,31,200,8085,FALSE,7.451612903,Monday,2024-08
8/6/2024,Robusta_Beans_kg,Coffee,35,200,45,155,7000,FALSE,4.444444444,Tuesday,2024-08
8/7/2024,Robusta_Beans_kg,Coffee,35,155,31,124,5425,FALSE,5,Wednesday,2024-08
8/8/2024,Robusta_Beans_kg,Coffee,35,124,36,88,4340,FALSE,3.444444444,Thursday,2024-08
8/9/2024,Robusta_Beans_kg,Coffee,35,88,73,15,3080,TRUE,1.205479452,Friday,2024-08
8/10/2024,Robusta_Beans_kg,Coffee,35,15,37,0,525,TRUE,0.405405405,Saturday,2024-08
8/11/2024,Robusta_Beans_kg,Coffee,35,0,39,0,0,TRUE,0,Sunday,2024-08
8/12/2024,Robusta_Beans_kg,Coffee,35,231,32,199,8085,FALSE,7.21875,Monday,2024-08
8/13/2024,Robusta_Beans_kg,Coffee,35,199,29,170,6965,FALSE,6.862068966,Tuesday,2024-08
8/14/2024,Robusta_Beans_kg,Coffee,35,170,35,135,5950,FALSE,4.857142857,Wednesday,2024-08
8/15/2024,Robusta_Beans_kg,Coffee,35,135,31,104,4725,FALSE,4.35483871,Thursday,2024-08
8/16/2024,Robusta_Beans_kg,Coffee,35,104,54,50,3640,TRUE,1.925925926,Friday,2024-08
8/17/2024,Robusta_Beans_kg,Coffee,35,50,44,6,1750,TRUE,1.136363636,Saturday,2024-08
8/18/2024,Robusta_Beans_kg,Coffee,35,6,33,0,210,TRUE,0.181818182,Sunday,2024-08
8/19/2024,Robusta_Beans_kg,Coffee,35,231,41,190,8085,FALSE,5.634146341,Monday,2024-08
8/20/2024,Robusta_Beans_kg,Coffee,35,190,31,159,6650,FALSE,6.129032258,Tuesday,2024-08
8/21/2024,Robusta_Beans_kg,Coffee,35,159,33,126,5565,FALSE,4.818181818,Wednesday,2024-08
8/22/2024,Robusta_Beans_kg,Coffee,35,126,40,86,4410,FALSE,3.15,Thursday,2024-08
8/23/2024,Robusta_Beans_kg,Coffee,35,86,49,37,3010,TRUE,1.755102041,Friday,2024-08
8/24/2024,Robusta_Beans_kg,Coffee,35,37,40,0,1295,TRUE,0.925,Saturday,2024-08
8/25/2024,Robusta_Beans_kg,Coffee,35,0,26,0,0,TRUE,0,Sunday,2024-08
8/26/2024,Robusta_Beans_kg,Coffee,35,231,31,200,8085,FALSE,7.451612903,Monday,2024-08
8/27/2024,Robusta_Beans_kg,Coffee,35,200,36,164,7000,FALSE,5.555555556,Tuesday,2024-08
8/28/2024,Robusta_Beans_kg,Coffee,35,164,41,123,5740,FALSE,4,Wednesday,2024-08
8/29/2024,Robusta_Beans_kg,Coffee,35,123,39,84,4305,FALSE,3.153846154,Thursday,2024-08
8/30/2024,Robusta_Beans_kg,Coffee,35,84,41,43,2940,FALSE,2.048780488,Friday,2024-08
8/31/2024,Robusta_Beans_kg,Coffee,35,43,45,0,1505,TRUE,0.955555556,Saturday,2024-08
9/1/2024,Robusta_Beans_kg,Coffee,35,0,41,0,0,TRUE,0,Sunday,2024-09
9/2/2024,Robusta_Beans_kg,Coffee,35,231,25,206,8085,FALSE,9.24,Monday,2024-09
9/3/2024,Robusta_Beans_kg,Coffee,35,206,34,172,7210,FALSE,6.058823529,Tuesday,2024-09
9/4/2024,Robusta_Beans_kg,Coffee,35,172,29,143,6020,FALSE,5.931034483,Wednesday,2024-09
9/5/2024,Robusta_Beans_kg,Coffee,35,143,41,102,5005,FALSE,3.487804878,Thursday,2024-09
9/6/2024,Robusta_Beans_kg,Coffee,35,102,57,45,3570,TRUE,1.789473684,Friday,2024-09
9/7/2024,Robusta_Beans_kg,Coffee,35,45,49,0,1575,TRUE,0.918367347,Saturday,2024-09
9/8/2024,Robusta_Beans_kg,Coffee,35,0,32,0,0,TRUE,0,Sunday,2024-09
9/9/2024,Robusta_Beans_kg,Coffee,35,231,43,188,8085,FALSE,5.372093023,Monday,2024-09
9/10/2024,Robusta_Beans_kg,Coffee,35,188,30,158,6580,FALSE,6.266666667,Tuesday,2024-09
9/11/2024,Robusta_Beans_kg,Coffee,35,158,36,122,5530,FALSE,4.388888889,Wednesday,2024-09
9/12/2024,Robusta_Beans_kg,Coffee,35,122,34,88,4270,FALSE,3.588235294,Thursday,2024-09
9/13/2024,Robusta_Beans_kg,Coffee,35,88,56,32,3080,TRUE,1.571428571,Friday,2024-09
9/14/2024,Robusta_Beans_kg,Coffee,35,32,35,0,1120,TRUE,0.914285714,Saturday,2024-09
9/15/2024,Robusta_Beans_kg,Coffee,35,0,37,0,0,TRUE,0,Sunday,2024-09
9/16/2024,Robusta_Beans_kg,Coffee,35,231,38,193,8085,FALSE,6.078947368,Monday,2024-09
9/17/2024,Robusta_Beans_kg,Coffee,35,193,61,132,6755,FALSE,3.163934426,Tuesday,2024-09
9/18/2024,Robusta_Beans_kg,Coffee,35,132,44,88,4620,FALSE,3,Wednesday,2024-09
9/19/2024,Robusta_Beans_kg,Coffee,35,88,31,57,3080,FALSE,2.838709677,Thursday,2024-09
9/20/2024,Robusta_Beans_kg,Coffee,35,57,43,14,1995,TRUE,1.325581395,Friday,2024-09
9/21/2024,Robusta_Beans_kg,Coffee,35,14,42,0,490,TRUE,0.333333333,Saturday,2024-09
9/22/2024,Robusta_Beans_kg,Coffee,35,0,30,0,0,TRUE,0,Sunday,2024-09
9/23/2024,Robusta_Beans_kg,Coffee,35,231,41,190,8085,FALSE,5.634146341,Monday,2024-09
9/24/2024,Robusta_Beans_kg,Coffee,35,190,37,153,6650,FALSE,5.135135135,Tuesday,2024-09
9/25/2024,Robusta_Beans_kg,Coffee,35,153,25,128,5355,FALSE,6.12,Wednesday,2024-09
9/26/2024,Robusta_Beans_kg,Coffee,35,128,35,93,4480,FALSE,3.657142857,Thursday,2024-09
9/27/2024,Robusta_Beans_kg,Coffee,35,93,39,54,3255,FALSE,2.384615385,Friday,2024-09
9/28/2024,Robusta_Beans_kg,Coffee,35,54,47,7,1890,TRUE,1.14893617,Saturday,2024-09
9/29/2024,Robusta_Beans_kg,Coffee,35,7,33,0,245,TRUE,0.212121212,Sunday,2024-09
9/30/2024,Robusta_Beans_kg,Coffee,35,231,34,197,8085,FALSE,6.794117647,Monday,2024-09
10/1/2024,Robusta_Beans_kg,Coffee,35,197,29,168,6895,FALSE,6.793103448,Tuesday,2024-10
10/2/2024,Robusta_Beans_kg,Coffee,35,168,35,133,5880,FALSE,4.8,Wednesday,2024-10
10/3/2024,Robusta_Beans_kg,Coffee,35,133,37,96,4655,FALSE,3.594594595,Thursday,2024-10
10/4/2024,Robusta_Beans_kg,Coffee,35,96,38,58,3360,FALSE,2.526315789,Friday,2024-10
10/5/2024,Robusta_Beans_kg,Coffee,35,58,47,11,2030,TRUE,1.234042553,Saturday,2024-10
10/6/2024,Robusta_Beans_kg,Coffee,35,11,34,0,385,TRUE,0.323529412,Sunday,2024-10
10/7/2024,Robusta_Beans_kg,Coffee,35,231,36,195,8085,FALSE,6.416666667,Monday,2024-10
10/8/2024,Robusta_Beans_kg,Coffee,35,195,34,161,6825,FALSE,5.735294118,Tuesday,2024-10
10/9/2024,Robusta_Beans_kg,Coffee,35,161,24,137,5635,FALSE,6.708333333,Wednesday,2024-10
10/10/2024,Robusta_Beans_kg,Coffee,35,137,38,99,4795,FALSE,3.605263158,Thursday,2024-10
10/11/2024,Robusta_Beans_kg,Coffee,35,99,52,47,3465,TRUE,1.903846154,Friday,2024-10
10/12/2024,Robusta_Beans_kg,Coffee,35,47,43,4,1645,TRUE,1.093023256,Saturday,2024-10
10/13/2024,Robusta_Beans_kg,Coffee,35,4,32,0,140,TRUE,0.125,Sunday,2024-10
10/14/2024,Robusta_Beans_kg,Coffee,35,231,30,201,8085,FALSE,7.7,Monday,2024-10
10/15/2024,Robusta_Beans_kg,Coffee,35,201,37,164,7035,FALSE,5.432432432,Tuesday,2024-10
10/16/2024,Robusta_Beans_kg,Coffee,35,164,32,132,5740,FALSE,5.125,Wednesday,2024-10
10/17/2024,Robusta_Beans_kg,Coffee,35,132,31,101,4620,FALSE,4.258064516,Thursday,2024-10
10/18/2024,Robusta_Beans_kg,Coffee,35,101,53,48,3535,TRUE,1.905660377,Friday,2024-10
10/19/2024,Robusta_Beans_kg,Coffee,35,48,54,0,1680,TRUE,0.888888889,Saturday,2024-10
10/20/2024,Robusta_Beans_kg,Coffee,35,0,26,0,0,TRUE,0,Sunday,2024-10
10/21/2024,Robusta_Beans_kg,Coffee,35,231,37,194,8085,FALSE,6.243243243,Monday,2024-10
10/22/2024,Robusta_Beans_kg,Coffee,35,194,22,172,6790,FALSE,8.818181818,Tuesday,2024-10
10/23/2024,Robusta_Beans_kg,Coffee,35,172,31,141,6020,FALSE,5.548387097,Wednesday,2024-10
10/24/2024,Robusta_Beans_kg,Coffee,35,141,33,108,4935,FALSE,4.272727273,Thursday,2024-10
10/25/2024,Robusta_Beans_kg,Coffee,35,108,55,53,3780,TRUE,1.963636364,Friday,2024-10
10/26/2024,Robusta_Beans_kg,Coffee,35,53,51,2,1855,TRUE,1.039215686,Saturday,2024-10
10/27/2024,Robusta_Beans_kg,Coffee,35,2,25,0,70,TRUE,0.08,Sunday,2024-10
10/28/2024,Robusta_Beans_kg,Coffee,35,231,34,197,8085,FALSE,6.794117647,Monday,2024-10
10/29/2024,Robusta_Beans_kg,Coffee,35,197,41,156,6895,FALSE,4.804878049,Tuesday,2024-10
10/30/2024,Robusta_Beans_kg,Coffee,35,156,35,121,5460,FALSE,4.457142857,Wednesday,2024-10
10/31/2024,Robusta_Beans_kg,Coffee,35,121,32,89,4235,FALSE,3.78125,Thursday,2024-10
11/1/2024,Robusta_Beans_kg,Coffee,35,89,66,23,3115,TRUE,1.348484848,Friday,2024-11
11/2/2024,Robusta_Beans_kg,Coffee,35,23,57,0,805,TRUE,0.403508772,Saturday,2024-11
11/3/2024,Robusta_Beans_kg,Coffee,35,0,42,0,0,TRUE,0,Sunday,2024-11
11/4/2024,Robusta_Beans_kg,Coffee,35,231,31,200,8085,FALSE,7.451612903,Monday,2024-11
11/5/2024,Robusta_Beans_kg,Coffee,35,200,39,161,7000,FALSE,5.128205128,Tuesday,2024-11
11/6/2024,Robusta_Beans_kg,Coffee,35,161,52,109,5635,FALSE,3.096153846,Wednesday,2024-11
11/7/2024,Robusta_Beans_kg,Coffee,35,109,41,68,3815,FALSE,2.658536585,Thursday,2024-11
11/8/2024,Robusta_Beans_kg,Coffee,35,68,49,19,2380,TRUE,1.387755102,Friday,2024-11
11/9/2024,Robusta_Beans_kg,Coffee,35,19,57,0,665,TRUE,0.333333333,Saturday,2024-11
11/10/2024,Robusta_Beans_kg,Coffee,35,0,33,0,0,TRUE,0,Sunday,2024-11
11/11/2024,Robusta_Beans_kg,Coffee,35,231,40,191,8085,FALSE,5.775,Monday,2024-11
11/12/2024,Robusta_Beans_kg,Coffee,35,191,36,155,6685,FALSE,5.305555556,Tuesday,2024-11
11/13/2024,Robusta_Beans_kg,Coffee,35,155,34,121,5425,FALSE,4.558823529,Wednesday,2024-11
11/14/2024,Robusta_Beans_kg,Coffee,35,121,39,82,4235,FALSE,3.102564103,Thursday,2024-11
11/15/2024,Robusta_Beans_kg,Coffee,35,82,62,20,2870,TRUE,1.322580645,Friday,2024-11
11/16/2024,Robusta_Beans_kg,Coffee,35,20,59,0,700,TRUE,0.338983051,Saturday,2024-11
11/17/2024,Robusta_Beans_kg,Coffee,35,0,39,0,0,TRUE,0,Sunday,2024-11
11/18/2024,Robusta_Beans_kg,Coffee,35,231,41,190,8085,FALSE,5.634146341,Monday,2024-11
11/19/2024,Robusta_Beans_kg,Coffee,35,190,53,137,6650,FALSE,3.58490566,Tuesday,2024-11
11/20/2024,Robusta_Beans_kg,Coffee,35,137,33,104,4795,FALSE,4.151515152,Wednesday,2024-11
11/21/2024,Robusta_Beans_kg,Coffee,35,104,42,62,3640,FALSE,2.476190476,Thursday,2024-11
11/22/2024,Robusta_Beans_kg,Coffee,35,62,58,4,2170,TRUE,1.068965517,Friday,2024-11
11/23/2024,Robusta_Beans_kg,Coffee,35,4,68,0,140,TRUE,0.058823529,Saturday,2024-11
11/24/2024,Robusta_Beans_kg,Coffee,35,0,44,0,0,TRUE,0,Sunday,2024-11
11/25/2024,Robusta_Beans_kg,Coffee,35,231,42,189,8085,FALSE,5.5,Monday,2024-11
11/26/2024,Robusta_Beans_kg,Coffee,35,189,36,153,6615,FALSE,5.25,Tuesday,2024-11
11/27/2024,Robusta_Beans_kg,Coffee,35,153,42,111,5355,FALSE,3.642857143,Wednesday,2024-11
11/28/2024,Robusta_Beans_kg,Coffee,35,111,43,68,3885,FALSE,2.581395349,Thursday,2024-11
11/29/2024,Robusta_Beans_kg,Coffee,35,68,52,16,2380,TRUE,1.307692308,Friday,2024-11
11/30/2024,Robusta_Beans_kg,Coffee,35,16,51,0,560,TRUE,0.31372549,Saturday,2024-11
12/1/2024,Robusta_Beans_kg,Coffee,35,0,34,0,0,TRUE,0,Sunday,2024-12
12/2/2024,Robusta_Beans_kg,Coffee,35,231,32,199,8085,FALSE,7.21875,Monday,2024-12
12/3/2024,Robusta_Beans_kg,Coffee,35,199,44,155,6965,FALSE,4.522727273,Tuesday,2024-12
12/4/2024,Robusta_Beans_kg,Coffee,35,155,37,118,5425,FALSE,4.189189189,Wednesday,2024-12
12/5/2024,Robusta_Beans_kg,Coffee,35,118,35,83,4130,FALSE,3.371428571,Thursday,2024-12
12/6/2024,Robusta_Beans_kg,Coffee,35,83,40,43,2905,FALSE,2.075,Friday,2024-12
12/7/2024,Robusta_Beans_kg,Coffee,35,43,59,0,1505,TRUE,0.728813559,Saturday,2024-12
12/8/2024,Robusta_Beans_kg,Coffee,35,0,46,0,0,TRUE,0,Sunday,2024-12
12/9/2024,Robusta_Beans_kg,Coffee,35,231,37,194,8085,FALSE,6.243243243,Monday,2024-12
12/10/2024,Robusta_Beans_kg,Coffee,35,194,41,153,6790,FALSE,4.731707317,Tuesday,2024-12
12/11/2024,Robusta_Beans_kg,Coffee,35,153,41,112,5355,FALSE,3.731707317,Wednesday,2024-12
12/12/2024,Robusta_Beans_kg,Coffee,35,112,30,82,3920,FALSE,3.733333333,Thursday,2024-12
12/13/2024,Robusta_Beans_kg,Coffee,35,82,69,13,2870,TRUE,1.188405797,Friday,2024-12
12/14/2024,Robusta_Beans_kg,Coffee,35,13,47,0,455,TRUE,0.276595745,Saturday,2024-12
12/15/2024,Robusta_Beans_kg,Coffee,35,0,52,0,0,TRUE,0,Sunday,2024-12
12/16/2024,Robusta_Beans_kg,Coffee,35,231,41,190,8085,FALSE,5.634146341,Monday,2024-12
12/17/2024,Robusta_Beans_kg,Coffee,35,190,36,154,6650,FALSE,5.277777778,Tuesday,2024-12
12/18/2024,Robusta_Beans_kg,Coffee,35,154,33,121,5390,FALSE,4.666666667,Wednesday,2024-12
12/19/2024,Robusta_Beans_kg,Coffee,35,121,44,77,4235,FALSE,2.75,Thursday,2024-12
12/20/2024,Robusta_Beans_kg,Coffee,35,77,54,23,2695,TRUE,1.425925926,Friday,2024-12
12/21/2024,Robusta_Beans_kg,Coffee,35,23,51,0,805,TRUE,0.450980392,Saturday,2024-12
12/22/2024,Robusta_Beans_kg,Coffee,35,0,28,0,0,TRUE,0,Sunday,2024-12
12/23/2024,Robusta_Beans_kg,Coffee,35,231,36,195,8085,FALSE,6.416666667,Monday,2024-12
12/24/2024,Robusta_Beans_kg,Coffee,35,195,40,155,6825,FALSE,4.875,Tuesday,2024-12
12/25/2024,Robusta_Beans_kg,Coffee,35,155,42,113,5425,FALSE,3.69047619,Wednesday,2024-12
12/26/2024,Robusta_Beans_kg,Coffee,35,113,30,83,3955,FALSE,3.766666667,Thursday,2024-12
12/27/2024,Robusta_Beans_kg,Coffee,35,83,60,23,2905,TRUE,1.383333333,Friday,2024-12
12/28/2024,Robusta_Beans_kg,Coffee,35,23,36,0,805,TRUE,0.638888889,Saturday,2024-12
12/29/2024,Robusta_Beans_kg,Coffee,35,0,37,0,0,TRUE,0,Sunday,2024-12
12/30/2024,Robusta_Beans_kg,Coffee,35,231,35,196,8085,FALSE,6.6,Monday,2024-12
12/31/2024,Robusta_Beans_kg,Coffee,35,196,44,152,6860,FALSE,4.454545455,Tuesday,2024-12
1/1/2024,Milk_Liters,Dairy,8,217,38,179,1736,FALSE,5.710526316,Monday,2024-01
1/2/2024,Milk_Liters,Dairy,8,179,35,144,1432,FALSE,5.114285714,Tuesday,2024-01
1/3/2024,Milk_Liters,Dairy,8,144,62,82,1152,FALSE,2.322580645,Wednesday,2024-01
1/4/2024,Milk_Liters,Dairy,8,82,43,39,656,TRUE,1.906976744,Thursday,2024-01
1/5/2024,Milk_Liters,Dairy,8,39,46,0,312,TRUE,0.847826087,Friday,2024-01
1/6/2024,Milk_Liters,Dairy,8,0,42,0,0,TRUE,0,Saturday,2024-01
1/7/2024,Milk_Liters,Dairy,8,0,27,0,0,TRUE,0,Sunday,2024-01
1/8/2024,Milk_Liters,Dairy,8,217,40,177,1736,FALSE,5.425,Monday,2024-01
1/9/2024,Milk_Liters,Dairy,8,177,39,138,1416,FALSE,4.538461538,Tuesday,2024-01
1/10/2024,Milk_Liters,Dairy,8,138,51,87,1104,FALSE,2.705882353,Wednesday,2024-01
1/11/2024,Milk_Liters,Dairy,8,87,38,49,696,FALSE,2.289473684,Thursday,2024-01
1/12/2024,Milk_Liters,Dairy,8,49,51,0,392,TRUE,0.960784314,Friday,2024-01
1/13/2024,Milk_Liters,Dairy,8,0,54,0,0,TRUE,0,Saturday,2024-01
1/14/2024,Milk_Liters,Dairy,8,0,39,0,0,TRUE,0,Sunday,2024-01
1/15/2024,Milk_Liters,Dairy,8,217,36,181,1736,FALSE,6.027777778,Monday,2024-01
1/16/2024,Milk_Liters,Dairy,8,181,33,148,1448,FALSE,5.484848485,Tuesday,2024-01
1/17/2024,Milk_Liters,Dairy,8,148,37,111,1184,FALSE,4,Wednesday,2024-01
1/18/2024,Milk_Liters,Dairy,8,111,37,74,888,FALSE,3,Thursday,2024-01
1/19/2024,Milk_Liters,Dairy,8,74,52,22,592,TRUE,1.423076923,Friday,2024-01
1/20/2024,Milk_Liters,Dairy,8,22,58,0,176,TRUE,0.379310345,Saturday,2024-01
1/21/2024,Milk_Liters,Dairy,8,0,37,0,0,TRUE,0,Sunday,2024-01
1/22/2024,Milk_Liters,Dairy,8,217,30,187,1736,FALSE,7.233333333,Monday,2024-01
1/23/2024,Milk_Liters,Dairy,8,187,51,136,1496,FALSE,3.666666667,Tuesday,2024-01
1/24/2024,Milk_Liters,Dairy,8,136,36,100,1088,FALSE,3.777777778,Wednesday,2024-01
1/25/2024,Milk_Liters,Dairy,8,100,38,62,800,FALSE,2.631578947,Thursday,2024-01
1/26/2024,Milk_Liters,Dairy,8,62,56,6,496,TRUE,1.107142857,Friday,2024-01
1/27/2024,Milk_Liters,Dairy,8,6,53,0,48,TRUE,0.113207547,Saturday,2024-01
1/28/2024,Milk_Liters,Dairy,8,0,26,0,0,TRUE,0,Sunday,2024-01
1/29/2024,Milk_Liters,Dairy,8,217,30,187,1736,FALSE,7.233333333,Monday,2024-01
1/30/2024,Milk_Liters,Dairy,8,187,41,146,1496,FALSE,4.56097561,Tuesday,2024-01
1/31/2024,Milk_Liters,Dairy,8,146,36,110,1168,FALSE,4.055555556,Wednesday,2024-01
2/1/2024,Milk_Liters,Dairy,8,110,46,64,880,FALSE,2.391304348,Thursday,2024-02
2/2/2024,Milk_Liters,Dairy,8,64,53,11,512,TRUE,1.20754717,Friday,2024-02
2/3/2024,Milk_Liters,Dairy,8,11,49,0,88,TRUE,0.224489796,Saturday,2024-02
2/4/2024,Milk_Liters,Dairy,8,0,34,0,0,TRUE,0,Sunday,2024-02
2/5/2024,Milk_Liters,Dairy,8,217,36,181,1736,FALSE,6.027777778,Monday,2024-02
2/6/2024,Milk_Liters,Dairy,8,181,38,143,1448,FALSE,4.763157895,Tuesday,2024-02
2/7/2024,Milk_Liters,Dairy,8,143,37,106,1144,FALSE,3.864864865,Wednesday,2024-02
2/8/2024,Milk_Liters,Dairy,8,106,42,64,848,FALSE,2.523809524,Thursday,2024-02
2/9/2024,Milk_Liters,Dairy,8,64,40,24,512,TRUE,1.6,Friday,2024-02
2/10/2024,Milk_Liters,Dairy,8,24,41,0,192,TRUE,0.585365854,Saturday,2024-02
2/11/2024,Milk_Liters,Dairy,8,0,36,0,0,TRUE,0,Sunday,2024-02
2/12/2024,Milk_Liters,Dairy,8,217,40,177,1736,FALSE,5.425,Monday,2024-02
2/13/2024,Milk_Liters,Dairy,8,177,62,115,1416,FALSE,2.85483871,Tuesday,2024-02
2/14/2024,Milk_Liters,Dairy,8,115,51,64,920,FALSE,2.254901961,Wednesday,2024-02
2/15/2024,Milk_Liters,Dairy,8,64,23,41,512,FALSE,2.782608696,Thursday,2024-02
2/16/2024,Milk_Liters,Dairy,8,41,48,0,328,TRUE,0.854166667,Friday,2024-02
2/17/2024,Milk_Liters,Dairy,8,0,55,0,0,TRUE,0,Saturday,2024-02
2/18/2024,Milk_Liters,Dairy,8,0,37,0,0,TRUE,0,Sunday,2024-02
2/19/2024,Milk_Liters,Dairy,8,217,40,177,1736,FALSE,5.425,Monday,2024-02
2/20/2024,Milk_Liters,Dairy,8,177,44,133,1416,FALSE,4.022727273,Tuesday,2024-02
2/21/2024,Milk_Liters,Dairy,8,133,36,97,1064,FALSE,3.694444444,Wednesday,2024-02
2/22/2024,Milk_Liters,Dairy,8,97,35,62,776,FALSE,2.771428571,Thursday,2024-02
2/23/2024,Milk_Liters,Dairy,8,62,45,17,496,TRUE,1.377777778,Friday,2024-02
2/24/2024,Milk_Liters,Dairy,8,17,41,0,136,TRUE,0.414634146,Saturday,2024-02
2/25/2024,Milk_Liters,Dairy,8,0,28,0,0,TRUE,0,Sunday,2024-02
2/26/2024,Milk_Liters,Dairy,8,217,33,184,1736,FALSE,6.575757576,Monday,2024-02
2/27/2024,Milk_Liters,Dairy,8,184,43,141,1472,FALSE,4.279069767,Tuesday,2024-02
2/28/2024,Milk_Liters,Dairy,8,141,61,80,1128,FALSE,2.31147541,Wednesday,2024-02
2/29/2024,Milk_Liters,Dairy,8,80,34,46,640,FALSE,2.352941176,Thursday,2024-02
3/1/2024,Milk_Liters,Dairy,8,46,57,0,368,TRUE,0.807017544,Friday,2024-03
3/2/2024,Milk_Liters,Dairy,8,0,39,0,0,TRUE,0,Saturday,2024-03
3/3/2024,Milk_Liters,Dairy,8,0,37,0,0,TRUE,0,Sunday,2024-03
3/4/2024,Milk_Liters,Dairy,8,217,38,179,1736,FALSE,5.710526316,Monday,2024-03
3/5/2024,Milk_Liters,Dairy,8,179,33,146,1432,FALSE,5.424242424,Tuesday,2024-03
3/6/2024,Milk_Liters,Dairy,8,146,28,118,1168,FALSE,5.214285714,Wednesday,2024-03
3/7/2024,Milk_Liters,Dairy,8,118,29,89,944,FALSE,4.068965517,Thursday,2024-03
3/8/2024,Milk_Liters,Dairy,8,89,67,22,712,TRUE,1.328358209,Friday,2024-03
3/9/2024,Milk_Liters,Dairy,8,22,35,0,176,TRUE,0.628571429,Saturday,2024-03
3/10/2024,Milk_Liters,Dairy,8,0,26,0,0,TRUE,0,Sunday,2024-03
3/11/2024,Milk_Liters,Dairy,8,217,26,191,1736,FALSE,8.346153846,Monday,2024-03
3/12/2024,Milk_Liters,Dairy,8,191,33,158,1528,FALSE,5.787878788,Tuesday,2024-03
3/13/2024,Milk_Liters,Dairy,8,158,37,121,1264,FALSE,4.27027027,Wednesday,2024-03
3/14/2024,Milk_Liters,Dairy,8,121,52,69,968,FALSE,2.326923077,Thursday,2024-03
3/15/2024,Milk_Liters,Dairy,8,69,50,19,552,TRUE,1.38,Friday,2024-03
3/16/2024,Milk_Liters,Dairy,8,19,38,0,152,TRUE,0.5,Saturday,2024-03
3/17/2024,Milk_Liters,Dairy,8,0,29,0,0,TRUE,0,Sunday,2024-03
3/18/2024,Milk_Liters,Dairy,8,217,30,187,1736,FALSE,7.233333333,Monday,2024-03
3/19/2024,Milk_Liters,Dairy,8,187,50,137,1496,FALSE,3.74,Tuesday,2024-03
3/20/2024,Milk_Liters,Dairy,8,137,41,96,1096,FALSE,3.341463415,Wednesday,2024-03
3/21/2024,Milk_Liters,Dairy,8,96,28,68,768,FALSE,3.428571429,Thursday,2024-03
3/22/2024,Milk_Liters,Dairy,8,68,49,19,544,TRUE,1.387755102,Friday,2024-03
3/23/2024,Milk_Liters,Dairy,8,19,53,0,152,TRUE,0.358490566,Saturday,2024-03
3/24/2024,Milk_Liters,Dairy,8,0,33,0,0,TRUE,0,Sunday,2024-03
